longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
0.7250996015936266,0.018065887353879262,0.6862745098039215,0.5271981750530959,0.5145975795481845,0.5135363150666434,0.5161681073928858,0.3892281928103558,0.194021880322143,3
0.4282868525896415,0.46971307120085015,0.7058823529411764,0.3335132144044786,0.3786380687019042,0.47812569785533926,0.3675660127304543,0.19390013665759998,0.07690896120016,0
0.21912350597609453,0.552603613177471,0.7843137254901961,0.30367160882200345,0.3008318127768772,0.3387052558232024,0.3272722858087146,0.4613731226808063,0.23835159442641474,2
0.6055776892430274,0.14984059511158376,0.6666666666666666,0.4882197998121713,0.5241540493755609,0.5949030203115051,0.5372286803457994,0.20950406588334347,0.16206324922371454,1
0.7310756972111552,0.02550478214665297,0.37254901960784315,0.5431689050373285,0.5714935976068334,0.5602617032951192,0.5798150204742389,0.4431058482737119,0.454845547028672,1
0.7031872509960149,0.16684378320935167,0.6666666666666666,0.5250443525367379,0.6184756405726223,0.6189527338269081,0.5829498469714329,0.22108186328560164,0.10927996173211657,0
0.5986055776892414,0.16046758767268843,0.9607843137254901,0.4810301266241704,0.4845879009835622,0.48611725846233317,0.4889479070742425,0.46688969103559996,0.409278724623816,1
0.6643426294820713,0.17109458023379398,0.058823529411764705,0.6565969909896869,0.5632665835244982,0.6293773004221761,0.5802645929866126,0.7422032470945067,0.5593811984280478,0
0.6035856573705161,0.1551540913921361,0.09803921568627451,0.4145638695811062,0.511001869408016,0.5564441666090287,0.48953930667487766,0.2018884807594009,0.20103216069212085,1
0.3037848605577693,0.5897980871413395,0.588235294117647,0.14420853444152842,0.09481857146701739,0.1167444430681156,0.11601535432596127,0.314674546029,0.32989760866965495,0
0.21414342629481986,0.5568544102019128,0.7450980392156862,0.4502348092844572,0.4731133505009698,0.4736189706000569,0.47316808541244815,0.4580328892467832,0.2197949699176498,2
0.614541832669321,0.15302869287991472,0.7647058823529411,0.44332338071974303,0.4912698829912233,0.515812293058963,0.4907188030227224,0.3969218201087632,0.39443342501680406,1
0.621513944223107,0.13071200850159448,0.27450980392156865,0.8919728381181526,0.899270917350998,0.7768080547942426,0.9036264855412286,0.6413235397974251,0.726390819006932,3
0.5946215139442224,0.1625929861849098,0.9215686274509803,0.5596847148872681,0.5710657080815281,0.5071924897462177,0.5716209758894878,0.590853368383286,1.0,1
0.2918326693227087,0.6546227417640811,0.1764705882352941,0.5381244692856713,0.5068409653579332,0.5512287289512685,0.5067890860662728,0.5542226725945979,0.16742405185957995,0
0.7221115537848615,0.024442082890542505,0.9411764705882353,0.679882568705193,0.6169856853709775,0.5722580658510932,0.633918295114445,0.6834644732433217,0.5496905167401372,3
0.621513944223107,0.144527098831031,0.6666666666666666,0.5420549466769851,0.5246490584046631,0.5490170355086328,0.5268669954700679,0.590853368383286,0.3496913414790042,1
0.6643426294820713,0.11370882040382568,0.35294117647058826,0.5737044963061024,0.47660173665109373,0.5186347469739754,0.5106840011039026,0.7015658363966634,0.48041245190741483,1
0.1852589641434257,0.5462274176408073,0.6666666666666666,0.5229742550180918,0.5073641375114769,0.568574941100187,0.5273928797992755,0.6352149588525048,0.45979398023100937,3
0.30079681274900416,0.5834218916046758,0.35294117647058826,0.4446160060264798,0.4020065439052388,0.4356674690934628,0.4127844669103028,0.6243256441201872,0.23835159442641474,0
0.21713147410358502,0.5494155154091391,0.7254901960784313,0.3110495961172917,0.32381564224271375,0.3053994724118529,0.33442139327259457,0.4724416043267158,0.3397944750743296,2
0.529880478087648,0.3028692879914985,0.5294117647058824,0.6837893510445461,0.6362215493335375,0.5701812262336223,0.6542031189882898,0.4422073272684355,0.21381561313149225,0
0.7091633466135452,0.06588735387885203,0.058823529411764705,0.5823398052258031,0.5832543723434653,0.4930975989917354,0.581161990874425,0.5485532902239846,0.43938169327136795,3
0.4342629482071718,0.6801275239107332,0.411764705882353,0.5866533862542418,0.5893871628327165,0.4046426637160016,0.45720142483147885,0.45384975477961365,0.21340324369796412,0
0.44920318725099584,0.44952178533475085,0.09803921568627451,0.46273022152745585,0.5135744571658025,0.5372006612383842,0.49770526144465965,0.20566006962114747,0.11752735040267875,0
0.7201195219123502,0.064824654622742,0.11764705882352942,0.5606504825577723,0.5089283829591037,0.5655017925328849,0.5199526770423409,0.5888783055258943,0.34598001657725125,1
0.6235059760956165,0.16790648246546214,0.7254901960784313,0.44526011940508287,0.3974875693211408,0.4027253670827528,0.4112592981325677,0.6730449837124796,0.711133149966392,1
0.45318725099601487,0.39851222104144535,0.11764705882352942,0.20104195753252446,0.1664502639862418,0.23542782406149204,0.21415790057963535,0.6428900296057177,0.19072292485391812,0
0.6284860557768912,0.1360255047821468,0.49019607843137253,0.6581030056307993,0.5881696100016475,0.6395066046181741,0.6095532611174398,0.6877103171072371,0.533814293549305,1
0.6513944223107568,0.11689691817215753,0.29411764705882354,0.5228753298422579,0.4423362152901097,0.4261968379587571,0.44242724684080903,0.9168374498153719,0.8806169871464448,1
0.6284860557768912,0.14984059511158376,0.6862745098039215,0.5528406243837891,0.5343898254279738,0.5359598153136966,0.5351821414524324,0.5318741941498089,0.33711407375639685,1
0.7011952191235054,0.20191285866099884,0.1764705882352941,0.4475669250892355,0.40792073422267516,0.4703589140115387,0.43049352207857605,0.5102138949877733,0.18350645976717622,0
0.20517928286852438,0.577045696068013,0.37254901960784315,0.6105786780718336,0.5861304149629483,0.5569445843170109,0.5802645929866126,0.5909759551230064,0.4379384002540196,2
0.2480079681274887,0.4973432518597236,0.3333333333333333,0.8206089654076187,0.7192517844877683,0.7342262290205517,0.7465589198751696,0.7512196247410413,0.7138135512843247,1
0.6155378486055767,0.1381509032943682,0.5490196078431372,0.6959034017478989,0.8048612024254794,0.6935438891226287,0.8061127460463446,0.4102531016682883,0.39938185821914135,1
0.6922310756972099,0.17428267800212538,0.29411764705882354,0.45237642425133057,0.37288765570679716,0.5986103092683159,0.38317289823635503,0.6564418382602925,0.3439181694096107,0
0.2529880478087634,0.4984059511158341,0.35294117647058826,0.5449245951813702,0.4890587909449363,0.5544349601893288,0.49364849760981644,0.7162989599735837,0.48041245190741483,1
